Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brands (product.metafields.custom.brands),Breed Size (product.metafields.custom.breed_size),Categories (product.metafields.custom.categories),Disclaimer (product.metafields.custom.disclaimer),eCategories (product.metafields.custom.ecategories),Feeding Instructions (product.metafields.custom.feeding_instructions),Flavor (product.metafields.custom.flavor6),Frequently Bought together products (product.metafields.custom.frequently_bought_together_products),Guaranteed Analysis (product.metafields.custom.guaranteed_analysis),Ingredients (product.metafields.custom.ingredients),Key Benefits (product.metafields.custom.key_benefits),Life Stages (product.metafields.custom.life_stages),Locations (product.metafields.custom.locations),Manufacturer (product.metafields.custom.manufacturer),Product Badge (product.metafields.custom.product_badge),Product Description (product.metafields.custom.product_description),Solutions (product.metafields.custom.solutions),Special Diet (product.metafields.custom.special_diet),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
Jay's---Big-Bits---Dental-NS,Jay's - Big Bits - Dental,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,200g*,,,,,,,,PDL25920,0,shopify,deny,manual,9.99,,TRUE,TRUE,,,,,855729200138,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Treat >> Dog Soft Treat,,,,,,,,,,,,,,,,,,,,,,,,4.5875,TRUE,,,active
Jolly-Pet---Bounce-N-Play-Ball-NS,Jolly Pet - Bounce N Play Ball,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,"4.5""",,,,,,,,38998,0,shopify,deny,manual,20.99,,TRUE,TRUE,,,,,788169254532,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,9.99,TRUE,,,active
JOLLY-PET-BOUNCE-N-PLAY-BALL-PINK-NS,JOLLY PET BOUNCE N PLAY BALL PINK,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,4.5IN,,,,,,,,38999,0,shopify,deny,manual,20.99,,TRUE,TRUE,,,,,788169254570,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,9.99,TRUE,,,active
JOLLY-PET-BOUNCE-N-PLAY-BALL-PINK-NS,JOLLY PET BOUNCE N PLAY BALL PINK,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,6IN,,,,,,,,39001,0,shopify,deny,manual,25.99,,TRUE,TRUE,,,,,788169250671,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,12.78,TRUE,,,active
Jolly-Pet---Jolly-Egg-Erratic-Rolling-Egg-NS,Jolly Pet - Jolly Egg Erratic Rolling Egg,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,"12""",,,,,,,,JE12,0,shopify,deny,manual,36.99,,TRUE,TRUE,,,,,788169012057,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,16.109,TRUE,,,active
Jolly-Pet---Jolly-Egg-Erratic-Rolling-Egg-NS,Jolly Pet - Jolly Egg Erratic Rolling Egg,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,"12""""",,,,,,,,39026,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,788169012095,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,16.2,TRUE,,,active
Jolly-Pet---Jolly-Egg-Erratic-Rolling-Egg-NS,Jolly Pet - Jolly Egg Erratic Rolling Egg,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,"8""",,,,,,,,JE08,0,shopify,deny,manual,23.99,,TRUE,TRUE,,,,,788169000856,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,10.591,TRUE,,,active
JOLLY-PET-MONSTER-MOUTH-NS,JOLLY PET MONSTER MOUTH,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,"4""",,,,,,,,39031,0,shopify,deny,manual,19.99,,TRUE,TRUE,,,,,788169001402,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,9.765,TRUE,,,active
JOLLY-PET-ROMP-N-ROLL-JOLLY-BALL-BLUE-NS,JOLLY PET ROMP-N-ROLL JOLLY BALL BLUE,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,4.5IN,,,,,,,,39007,0,shopify,deny,manual,21.99,,TRUE,TRUE,,,,,788169064520,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,10.98,TRUE,,,active
JOLLY-PET-ROMP-N-ROLL-JOLLY-BALL-BLUE-NS,JOLLY PET ROMP-N-ROLL JOLLY BALL BLUE,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,6IN,,,,,,,,29001,0,shopify,deny,manual,29.99,,TRUE,TRUE,,,,,788169060621,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,15.03,TRUE,,,active
JOLLY-PET-ROMP-N-ROLL-JOLLY-BALL-BLUE-NS,JOLLY PET ROMP-N-ROLL JOLLY BALL BLUE,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,8IN,,,,,,,,ANP29005,0,shopify,deny,manual,42.99,,TRUE,TRUE,,,,,788169060829,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,21.735,TRUE,,,active
JOLLY-PETS-JOLLY-EGG-ERRATIC-ROLLING-EGG-RED-NS,JOLLY PETS JOLLY EGG ERRATIC ROLLING EGG RED,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,"12""",,,,,,,,39025,0,shopify,deny,manual,32.99,,TRUE,TRUE,,,,,788169012019,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,16.2,TRUE,,,active
JW-Gripsoft-Slicker-Brush-NS,JW Gripsoft Slicker Brush,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,Large,,,,,,,,02270,0,shopify,deny,manual,13.49,,TRUE,TRUE,,,,,618940650010,,,,FALSE,,,,,,,,,,,,,,,,UNCLASSED,,,,,,,,,,,,,,,,,,,,,,,,6.715,TRUE,,,active
Karush-NHL-Pet-Sweater-Calgary-Flames-NS,Karush NHL Pet Sweater Calgary Flames,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,XX-Small,,,,,,,,3400399,0,shopify,deny,manual,58.99,,TRUE,TRUE,,,,,812051003998,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,29,TRUE,,,active
Kitty-Kottage---Honeysuckle-Cushion-NS,Kitty Kottage - Honeysuckle Cushion,,Kitty Kottage,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,KKOTPOLY2,0,shopify,deny,manual,3.49,,TRUE,TRUE,,,,,688450000018,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Mice Balls & Toys,,,,,,,,,,,,,,,,,,,,,,,,1.51,TRUE,,,active
Kong---Dog-Airdog-Knobby-Ball-NS,Kong - Dog Airdog Knobby Ball,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Md*,,,,,,,,98470,0,shopify,deny,manual,5.99,,TRUE,TRUE,,,,,035585502144,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Fetch,,,,,,,,,,,,,,,,,,,,,,,,2.527,TRUE,,,active
Kong---Dog-Airdog-Knobby-Ball-NS,Kong - Dog Airdog Knobby Ball,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Xs/Sm*,,,,,,,,98465,0,shopify,deny,manual,4.49,,TRUE,TRUE,,,,,035585502137,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Fetch,,,,,,,,,,,,,,,,,,,,,,,,1.9289,TRUE,,,active
KONG---Dog-Cozie-Spunky-Monkey-NS,KONG - Dog Cozie Spunky Monkey,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,21406,0,shopify,deny,manual,17.99,,TRUE,TRUE,,,,,035585159041,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,8.24,TRUE,,,active
KONG---Dog-Flatz-Monkey-NS,KONG - Dog Flatz Monkey,,,,Pet Supplies,LaunchNoScans,TRUE,Size,Md/Lg*,,,,,,,,,0,shopify,deny,manual,17.99,,TRUE,TRUE,,,,,035585509242,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,9.3799,TRUE,,,active
KONG---Dog-Flatz-Zebra-NS,KONG - Dog Flatz Zebra,,,,Pet Supplies,LaunchNoScans,TRUE,Size,Md/Lg*,,,,,,,,,0,shopify,deny,manual,17.99,,TRUE,TRUE,,,,,035585509228,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,9.3799,TRUE,,,active
Kong---Dog-Holiday-Corestrength-Bone-NS,Kong - Dog Holiday Corestrength Bone,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Lg,,,,,,,,26945,0,shopify,deny,manual,18.99,,TRUE,TRUE,,,,,035585506845,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,10.746,TRUE,,,active
Kong---Dog-Holiday-Corestrength-Bone-NS,Kong - Dog Holiday Corestrength Bone,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,S/M,,,,,,,,26950,0,shopify,deny,manual,12.99,,TRUE,TRUE,,,,,035585506852,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,7.4296,TRUE,,,active
KONG---Dog-Holiday-Cozie-Reindeer*-NS,KONG - Dog Holiday Cozie Reindeer*,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,87195,0,shopify,deny,manual,13.99,,TRUE,TRUE,,,,,035585501048,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,6.768,TRUE,,,active
Kong---Duos-Dental-Ball-NS,Kong - Duos Dental Ball,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,XSmall/Small,,,,,,,,36383,0,shopify,deny,manual,8.99,,TRUE,TRUE,,,,,035585506227,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,4.97,TRUE,,,active
Kong---Holiday---Airdog-Squeaker-Asstd-NS,Kong - Holiday - Airdog Squeaker Asstd,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,1,,,,,,,,23150,0,shopify,deny,manual,13.99,,TRUE,TRUE,,,,,035585505190,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,6.1463,TRUE,,,active
Kong---Holiday---Airdog-Squeaker-Asstd-NS,Kong - Holiday - Airdog Squeaker Asstd,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,2,,,,,,,,23155,0,shopify,deny,manual,21.99,,TRUE,TRUE,,,,,035585505206,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,9.6203,TRUE,,,active
KONG---Holiday-CoreStrength™-Bone-NS,KONG - Holiday CoreStrength™ Bone,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Sm/Md,,,,,,,,99775,0,shopify,deny,manual,12.99,,TRUE,TRUE,,,,,035585502953,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Rubber,,,,,,,,,,,,,,,,,,,,,,,,5.9523,TRUE,,,active
KONG---Holiday-Crackles-Christmas-Tree*-NS,KONG - Holiday Crackles Christmas Tree*,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,99810,0,shopify,deny,manual,8.99,,TRUE,TRUE,,,,,035585468341,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Mice Balls & Toys,,,,,,,,,,,,,,,,,,,,,,,,3.9188,TRUE,,,active
KONG---Holiday-Crackles-Santa-Kitty-NS,KONG - Holiday Crackles Santa Kitty,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,99835,0,shopify,deny,manual,8.99,,TRUE,TRUE,,,,,035585526225,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Mice Balls & Toys,,,,,,,,,,,,,,,,,,,,,,,,4.5878,TRUE,,,active
KONG---Holiday-Kickeroo®-Character-Assorted*-NS,KONG - Holiday Kickeroo® Character Assorted*,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,99800,0,shopify,deny,manual,8.99,,TRUE,TRUE,,,,,035585526188,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Mice Balls & Toys,,,,,,,,,,,,,,,,,,,,,,,,4.607,TRUE,,,active
KONG---Holiday-Occasions-Balls-4-pk-NS,KONG - Holiday Occasions Balls 4-pk,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Md,,,,,,,,99785,0,shopify,deny,manual,18.99,,TRUE,TRUE,,,,,035585526140,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Fetch,,,,,,,,,,,,,,,,,,,,,,,,9.5389,TRUE,,,active
KONG---Holiday-Occasions-Balls-4-pk-NS,KONG - Holiday Occasions Balls 4-pk,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Md*,,,,,,,,98160,0,shopify,deny,manual,15.99,,TRUE,TRUE,,,,,035585504155,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Fetch,,,,,,,,,,,,,,,,,,,,,,,,9.0325,TRUE,,,active
KONG---Holiday-Pull-A-Partz™-Present*-NS,KONG - Holiday Pull-A-Partz™ Present*,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,99795,0,shopify,deny,manual,10.99,,TRUE,TRUE,,,,,035585526164,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Mice Balls & Toys,,,,,,,,,,,,,,,,,,,,,,,,5.0657,TRUE,,,active
KONG---Holiday-Snuzzles-Reindeer-NS,KONG - Holiday Snuzzles Reindeer,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Md*,,,,,,,,99710,0,shopify,deny,manual,22.99,,TRUE,TRUE,,,,,035585499413,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,10.4182,TRUE,,,active
KONG---Holiday-Snuzzles-Reindeer-NS,KONG - Holiday Snuzzles Reindeer,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Sm*,,,,,,,,99705,0,shopify,deny,manual,15.99,,TRUE,TRUE,,,,,035585499406,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,7.3405,TRUE,,,active
Kong---Holiday---Softies-Bear-Assorted-NS,Kong - Holiday - Softies Bear Assorted,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,22985,0,shopify,deny,manual,8.99,,TRUE,TRUE,,,,,035585531151,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,4.4808,TRUE,,,active
Kong---Holiday---Squeakair-Balls-Asstd-NS,Kong - Holiday - Squeakair Balls Asstd,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,23165,0,shopify,deny,manual,18.99,,TRUE,TRUE,,,,,035585505220,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,8.5514,TRUE,,,active
KONG---Holiday-Teaser-Loopz*-NS,KONG - Holiday Teaser Loopz*,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,99825,0,shopify,deny,manual,11.99,,TRUE,TRUE,,,,,035585526201,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Wands & Teasers,,,,,,,,,,,,,,,,,,,,,,,,5.4672,TRUE,,,active
KONG---Holiday-Wild-Knots-Bear-Assort-NS,KONG - Holiday Wild Knots Bear Assort,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Md/Lg,,,,,,,,99695,0,shopify,deny,manual,22.99,,TRUE,TRUE,,,,,035585526089,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,10.3035,TRUE,,,active
KONG---Holiday-Wild-Knots-Bear-Assort-NS,KONG - Holiday Wild Knots Bear Assort,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Sm/Md*,,,,,,,,99700,0,shopify,deny,manual,14.99,,TRUE,TRUE,,,,,035585526096,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,6.8818,TRUE,,,active
KONG---Holiday-Wrangler™-Cactus*-NS,KONG - Holiday Wrangler™ Cactus*,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,,,,,,,,,99840,0,shopify,deny,manual,11.99,,TRUE,TRUE,,,,,035585526232,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Toy >> Cat Mice Balls & Toys,,,,,,,,,,,,,,,,,,,,,,,,5.1996,TRUE,,,active
Kong--Scampers-Lion-NS,Kong -Scampers Lion,,Anipet Animal Supplies,,Pet Supplies,LaunchNoScans,TRUE,Size,Med,,,,,,,,35428,0,shopify,deny,manual,17.49,,TRUE,TRUE,,,,,035585499901,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Toy >> Dog Plush,,,,,,,,,,,,,,,,,,,,,,,,9.52,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Enhanced-Strength-BK-NS,Kurgo - Tru-Fit Smart Harness Enhanced Strength BK,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,LG,,,,,,,,64573,0,shopify,deny,manual,60.99,,TRUE,TRUE,,,,,729849177512,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,29.3475,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Enhanced-Strength-BK-NS,Kurgo - Tru-Fit Smart Harness Enhanced Strength BK,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,LG.,,,,,,,,64008,0,shopify,deny,manual,54.99,,TRUE,TRUE,,,,,813146012581,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,31.4769,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Enhanced-Strength-BK-NS,Kurgo - Tru-Fit Smart Harness Enhanced Strength BK,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,MD,,,,,,,,64007,0,shopify,deny,manual,54.99,,TRUE,TRUE,,,,,813146012574,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,31.4769,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Enhanced-Strength-BK-NS,Kurgo - Tru-Fit Smart Harness Enhanced Strength BK,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,SM,,,,,,,,64006,0,shopify,deny,manual,54.99,,TRUE,TRUE,,,,,813146012567,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,31.4769,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Enhanced-Strgth-BK-NS,Kurgo - Tru-Fit Smart Harness Enhanced Strgth BK,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,XLG.,,,,,,,,64574,0,shopify,deny,manual,60.99,,TRUE,TRUE,,,,,729849177659,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,29.3475,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Enhanced-Strgth-BK-NS,Kurgo - Tru-Fit Smart Harness Enhanced Strgth BK,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,XLG,,,,,,,,64009,0,shopify,deny,manual,53.99,,TRUE,TRUE,,,,,813146012598,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,28.938,TRUE,,,active
Kurgo---Tru-Fit-Smart-Harness-Size-NS,Kurgo - Tru-Fit Smart Harness Size,,Trueman Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,Medium,,,,,,,,64572,0,shopify,deny,manual,60.99,,TRUE,TRUE,,,,,729849177505,,,,FALSE,,,,,,,,,,,,,,,,Health and Wellness >> Collars Leashes & Harnesses,,,,,,,,,,,,,,,,,,,,,,,,29.3475,TRUE,,,active
Livstrong---Himalayan-Chew---Infused-Coc-/-Ban-Lrg-NS,Livstrong - Himalayan Chew - Infused Coc / Ban Lrg,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,105g*,,,,,,,,23850,0,shopify,deny,manual,16.75,,TRUE,TRUE,,,,,628504505601,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Treat >> Dog Bones & Body Parts,,,,,,,,,,,,,,,,,,,,,,,,9.4875,TRUE,,,active
Livstrong---Himalayan-Chew---Infused-Map-/-Bac-Lrg-NS,Livstrong - Himalayan Chew - Infused Map / Bac Lrg,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,105g*,,,,,,,,23880,0,shopify,deny,manual,16.75,,TRUE,TRUE,,,,,628504505694,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Treat >> Dog Bones & Body Parts,,,,,,,,,,,,,,,,,,,,,,,,9.4875,TRUE,,,active
Livstrong---Infused-Himalayan-Yak-Chew-Maple-Bacon---Medium-NS,Livstrong - Infused Himalayan Yak Chew Maple Bacon - Medium,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,75g,,,,,,,,23875,0,shopify,deny,manual,12.99,,TRUE,TRUE,,,,,628504505687,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Treat >> Dog Bones & Body Parts,,,,,,,,,,,,,,,,,,,,,,,,7.43,TRUE,,,active
Livstrong---Infused-Himalayan-Yak-Chew-Maple-Bacon---XL-NS,Livstrong - Infused Himalayan Yak Chew Maple Bacon - XL,,PETSlink Distribution Ltd.,,Pet Supplies,LaunchNoScans,TRUE,Size,175g,,,,,,,,23885,0,shopify,deny,manual,24.99,,TRUE,TRUE,,,,,628504505908,,,,FALSE,,,,,,,,,,,,,,,,Dog >> Dog Treat >> Dog Bones & Body Parts,,,,,,,,,,,,,,,,,,,,,,,,14.3,TRUE,,,active
Merrick---Whole-Earth-Farms---Cat-Grain-Free-Tuna-&-Whitefish-NS,Merrick - Whole Earth Farms - Cat Grain Free Tuna & Whitefish,,,,Pet Supplies,LaunchNoScans,TRUE,Size,5oz*,,,,,,,,77765,0,shopify,deny,manual,2.89,,TRUE,TRUE,,,,,022808860082,,,,FALSE,,,,,,,,,,,,,,,,Cat >> Cat Food >> Cat Canned (Wet),,,,,,,,,,,,,,,,,,,,,,,,1.7129,TRUE,,,active
Muttluks---All-Weather-Black-NS,Muttluks - All Weather Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Medium,,,,,,,,AWMLMBLK,0,shopify,deny,manual,79.99,,TRUE,TRUE,,,,,779922001555,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,38.5,TRUE,,,active
Muttluks---All-Weather-Black-NS,Muttluks - All Weather Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,Small,,,,,,,,AWMLSBLK,0,shopify,deny,manual,64.99,,TRUE,TRUE,,,,,779922001548,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
Muttluks---All-Weather-Black-NS,Muttluks - All Weather Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,X-Large,,,,,,,,AWMLXLBLK,0,shopify,deny,manual,89.99,,TRUE,TRUE,,,,,779922001579,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,44,TRUE,,,active
Muttluks---All-Weather-Black-NS,Muttluks - All Weather Black,,Triton Animal Supplies Inc.,,Pet Supplies,LaunchNoScans,TRUE,Size,X-Small ,,,,,,,,AWMLXSBLK,0,shopify,deny,manual,64.99,,TRUE,TRUE,,,,,779922001531,,,,FALSE,,,,,,,,,,,,,,,,Safety >> Wearables,,,,,,,,,,,,,,,,,,,,,,,,33,TRUE,,,active
